Barangay_No,Barangay,x,y,Year,Month,Temperature,Humidity,Rainfall,Dengue Cases
4,BUNAWAN,8.3023,124.3028,2013,9,24.6,86.5,4.9,0
5,BURU-UN,8.1872,124.1688,2013,9,24.6,86.5,4.9,0
6,DALIPUGA,8.3074,124.255,2013,9,24.6,86.5,4.9,2
7,DEL CARMEN,8.2322,124.2578,2013,9,24.6,86.5,4.9,1
8,DIGKILAAN,8.2492,124.3178,2013,9,24.6,86.5,4.9,0
9,DITUCALAN,8.1751,124.1927,2013,9,24.6,86.5,4.9,0
10,DULAG,8.204,124.3694,2013,9,24.6,86.5,4.9,0
11,HINAPLANON,8.2467,124.2592,2013,9,24.6,86.5,4.9,3
12,HINDANG,8.3177,124.3457,2013,9,24.6,86.5,4.9,0
13,KABACSANAN,8.2815,124.3088,2013,9,24.6,86.5,4.9,0
14,KALILANGAN,8.1747,124.3863,2013,9,24.6,86.5,4.9,0
15,KIWALAN,8.2801,124.2668,2013,9,24.6,86.5,4.9,0
16,LANIPAO,8.2266,124.3412,2013,9,24.6,86.5,4.9,0
17,LUINAB,8.2472,124.2681,2013,9,24.6,86.5,4.9,4
18,MAHAYAHAY,8.2219,124.2406,2013,9,24.6,86.5,4.9,2
19,MAINIT,8.2976,124.3876,2013,9,24.6,86.5,4.9,0
20,MANDULOG,8.2442,124.3057,2013,9,24.6,86.5,4.9,1
21,MARIA CRISTINA,8.1989,124.1936,2013,9,24.6,86.5,4.9,1
22,PALAO,8.2286,124.2532,2013,9,24.6,86.5,4.9,3
23,PANOROGANAN,8.1743,124.425,2013,9,24.6,86.5,4.9,0
24,POBLACION,8.2285,124.2344,2013,9,24.6,86.5,4.9,5
25,PUGA-AN,8.2285,124.2742,2013,9,24.6,86.5,4.9,0
26,ROGONGON,8.2395,124.4115,2013,9,24.6,86.5,4.9,0
27,SAN MIGUEL,8.2387,124.2479,2013,9,24.6,86.5,4.9,2
28,SAN ROQUE,8.2578,124.2619,2013,9,24.6,86.5,4.9,0
29,SANTA ELENA,8.1948,124.2273,2013,9,24.6,86.5,4.9,0
30,SANTA FILOMENA,8.2681,124.2593,2013,9,24.6,86.5,4.9,2
31,SANTIAGO,8.2511,124.2444,2013,9,24.6,86.5,4.9,0
32,SANTO ROSARIO,8.2436,124.2525,2013,9,24.6,86.5,4.9,0
33,SARAY-TIBANGA,8.2436,124.2525,2013,9,24.6,86.5,4.9,1
34,SUAREZ,8.1914,124.2173,2013,9,24.6,86.5,4.9,2
35,TAMBACAN,8.2236,124.2347,2013,9,24.6,86.5,4.9,1
36,TIBANGA,8.2402,124.241,2013,9,24.6,86.5,4.9,0
37,TIPANOY,8.1902,124.2634,2013,9,24.6,86.5,4.9,2
38,TOMINOBO PROPER,8.2104,124.2221,2013,9,24.6,86.5,4.9,4
39,TOMINOBO UPPER,8.1688,124.2251,2013,9,24.6,86.5,4.9,0
40,TUBOD,8.2117,124.241,2013,9,24.6,86.5,4.9,10
41,UBALDO LAYA,8.224,124.2449,2013,9,24.6,86.5,4.9,0
42,UPPER HINAPLANON,8.2559,124.2689,2013,9,24.6,86.5,4.9,1
43,VILLA VERDE,8.2331,124.2437,2013,9,24.6,86.5,4.9,2
0,ABUNO,8.1846,124.2571,2013,10,24.0,88.0,10.4,0
1,ACMAC,8.274,124.2649,2013,10,24.0,88.0,10.4,2
2,BAGONG SILANG,8.2418,124.252,2013,10,24.0,88.0,10.4,1
3,BONBONON,8.2667,124.2902,2013,10,24.0,88.0,10.4,0
4,BUNAWAN,8.3023,124.3028,2013,10,24.0,88.0,10.4,0
5,BURU-UN,8.1872,124.1688,2013,10,24.0,88.0,10.4,2
6,DALIPUGA,8.3074,124.255,2013,10,24.0,88.0,10.4,1
7,DEL CARMEN,8.2322,124.2578,2013,10,24.0,88.0,10.4,0
8,DIGKILAAN,8.2492,124.3178,2013,10,24.0,88.0,10.4,0
9,DITUCALAN,8.1751,124.1927,2013,10,24.0,88.0,10.4,0
10,DULAG,8.204,124.3694,2013,10,24.0,88.0,10.4,0
11,HINAPLANON,8.2467,124.2592,2013,10,24.0,88.0,10.4,1
12,HINDANG,8.3177,124.3457,2013,10,24.0,88.0,10.4,0
13,KABACSANAN,8.2815,124.3088,2013,10,24.0,88.0,10.4,0
14,KALILANGAN,8.1747,124.3863,2013,10,24.0,88.0,10.4,0
15,KIWALAN,8.2801,124.2668,2013,10,24.0,88.0,10.4,0
16,LANIPAO,8.2266,124.3412,2013,10,24.0,88.0,10.4,0
17,LUINAB,8.2472,124.2681,2013,10,24.0,88.0,10.4,0
18,MAHAYAHAY,8.2219,124.2406,2013,10,24.0,88.0,10.4,1
19,MAINIT,8.2976,124.3876,2013,10,24.0,88.0,10.4,0
20,MANDULOG,8.2442,124.3057,2013,10,24.0,88.0,10.4,0
21,MARIA CRISTINA,8.1989,124.1936,2013,10,24.0,88.0,10.4,3
22,PALAO,8.2286,124.2532,2013,10,24.0,88.0,10.4,1
23,PANOROGANAN,8.1743,124.425,2013,10,24.0,88.0,10.4,0
24,POBLACION,8.2285,124.2344,2013,10,24.0,88.0,10.4,0
25,PUGA-AN,8.2285,124.2742,2013,10,24.0,88.0,10.4,0
26,ROGONGON,8.2395,124.4115,2013,10,24.0,88.0,10.4,0
27,SAN MIGUEL,8.2387,124.2479,2013,10,24.0,88.0,10.4,1
28,SAN ROQUE,8.2578,124.2619,2013,10,24.0,88.0,10.4,4
29,SANTA ELENA,8.1948,124.2273,2013,10,24.0,88.0,10.4,0
30,SANTA FILOMENA,8.2681,124.2593,2013,10,24.0,88.0,10.4,2
31,SANTIAGO,8.2511,124.2444,2013,10,24.0,88.0,10.4,1
32,SANTO ROSARIO,8.2436,124.2525,2013,10,24.0,88.0,10.4,0
33,SARAY-TIBANGA,8.2436,124.2525,2013,10,24.0,88.0,10.4,0
34,SUAREZ,8.1914,124.2173,2013,10,24.0,88.0,10.4,2
35,TAMBACAN,8.2236,124.2347,2013,10,24.0,88.0,10.4,1
36,TIBANGA,8.2402,124.241,2013,10,24.0,88.0,10.4,1
37,TIPANOY,8.1902,124.2634,2013,10,24.0,88.0,10.4,1
38,TOMINOBO PROPER,8.2104,124.2221,2013,10,24.0,88.0,10.4,1
39,TOMINOBO UPPER,8.1688,124.2251,2013,10,24.0,88.0,10.4,0
40,TUBOD,8.2117,124.241,2013,10,24.0,88.0,10.4,8
41,UBALDO LAYA,8.224,124.2449,2013,10,24.0,88.0,10.4,0
42,UPPER HINAPLANON,8.2559,124.2689,2013,10,24.0,88.0,10.4,0
43,VILLA VERDE,8.2331,124.2437,2013,10,24.0,88.0,10.4,2
0,ABUNO,8.1846,124.2571,2013,11,24.2,85.9,7.8,1
1,ACMAC,8.274,124.2649,2013,11,24.2,85.9,7.8,0
2,BAGONG SILANG,8.2418,124.252,2013,11,24.2,85.9,7.8,0
3,BONBONON,8.2667,124.2902,2013,11,24.2,85.9,7.8,0
4,BUNAWAN,8.3023,124.3028,2013,11,24.2,85.9,7.8,0
5,BURU-UN,8.1872,124.1688,2013,11,24.2,85.9,7.8,1
6,DALIPUGA,8.3074,124.255,2013,11,24.2,85.9,7.8,1
7,DEL CARMEN,8.2322,124.2578,2013,11,24.2,85.9,7.8,0
8,DIGKILAAN,8.2492,124.3178,2013,11,24.2,85.9,7.8,0
9,DITUCALAN,8.1751,124.1927,2013,11,24.2,85.9,7.8,0
10,DULAG,8.204,124.3694,2013,11,24.2,85.9,7.8,0
11,HINAPLANON,8.2467,124.2592,2013,11,24.2,85.9,7.8,1
12,HINDANG,8.3177,124.3457,2013,11,24.2,85.9,7.8,0
13,KABACSANAN,8.2815,124.3088,2013,11,24.2,85.9,7.8,0
14,KALILANGAN,8.1747,124.3863,2013,11,24.2,85.9,7.8,0
15,KIWALAN,8.2801,124.2668,2013,11,24.2,85.9,7.8,1
16,LANIPAO,8.2266,124.3412,2013,11,24.2,85.9,7.8,0
17,LUINAB,8.2472,124.2681,2013,11,24.2,85.9,7.8,1
18,MAHAYAHAY,8.2219,124.2406,2013,11,24.2,85.9,7.8,0
19,MAINIT,8.2976,124.3876,2013,11,24.2,85.9,7.8,0
20,MANDULOG,8.2442,124.3057,2013,11,24.2,85.9,7.8,0
21,MARIA CRISTINA,8.1989,124.1936,2013,11,24.2,85.9,7.8,1
22,PALAO,8.2286,124.2532,2013,11,24.2,85.9,7.8,2
23,PANOROGANAN,8.1743,124.425,2013,11,24.2,85.9,7.8,0
24,POBLACION,8.2285,124.2344,2013,11,24.2,85.9,7.8,2
25,PUGA-AN,8.2285,124.2742,2013,11,24.2,85.9,7.8,0
26,ROGONGON,8.2395,124.4115,2013,11,24.2,85.9,7.8,0
27,SAN MIGUEL,8.2387,124.2479,2013,11,24.2,85.9,7.8,1
28,SAN ROQUE,8.2578,124.2619,2013,11,24.2,85.9,7.8,0
29,SANTA ELENA,8.1948,124.2273,2013,11,24.2,85.9,7.8,0
30,SANTA FILOMENA,8.2681,124.2593,2013,11,24.2,85.9,7.8,2
31,SANTIAGO,8.2511,124.2444,2013,11,24.2,85.9,7.8,0
32,SANTO ROSARIO,8.2436,124.2525,2013,11,24.2,85.9,7.8,0
33,SARAY-TIBANGA,8.2436,124.2525,2013,11,24.2,85.9,7.8,0
34,SUAREZ,8.1914,124.2173,2013,11,24.2,85.9,7.8,2
35,TAMBACAN,8.2236,124.2347,2013,11,24.2,85.9,7.8,2
36,TIBANGA,8.2402,124.241,2013,11,24.2,85.9,7.8,0
37,TIPANOY,8.1902,124.2634,2013,11,24.2,85.9,7.8,3
38,TOMINOBO PROPER,8.2104,124.2221,2013,11,24.2,85.9,7.8,0
39,TOMINOBO UPPER,8.1688,124.2251,2013,11,24.2,85.9,7.8,0
40,TUBOD,8.2117,124.241,2013,11,24.2,85.9,7.8,5
41,UBALDO LAYA,8.224,124.2449,2013,11,24.2,85.9,7.8,0
42,UPPER HINAPLANON,8.2559,124.2689,2013,11,24.2,85.9,7.8,0
43,VILLA VERDE,8.2331,124.2437,2013,11,24.2,85.9,7.8,1
0,ABUNO,8.1846,124.2571,2013,12,24.4,84.0,3.5,0
1,ACMAC,8.274,124.2649,2013,12,24.4,84.0,3.5,0
2,BAGONG SILANG,8.2418,124.252,2013,12,24.4,84.0,3.5,1
3,BONBONON,8.2667,124.2902,2013,12,24.4,84.0,3.5,0
4,BUNAWAN,8.3023,124.3028,2013,12,24.4,84.0,3.5,1
5,BURU-UN,8.1872,124.1688,2013,12,24.4,84.0,3.5,0
6,DALIPUGA,8.3074,124.255,2013,12,24.4,84.0,3.5,0
7,DEL CARMEN,8.2322,124.2578,2013,12,24.4,84.0,3.5,1
8,DIGKILAAN,8.2492,124.3178,2013,12,24.4,84.0,3.5,0
9,DITUCALAN,8.1751,124.1927,2013,12,24.4,84.0,3.5,0
10,DULAG,8.204,124.3694,2013,12,24.4,84.0,3.5,0
11,HINAPLANON,8.2467,124.2592,2013,12,24.4,84.0,3.5,1
12,HINDANG,8.3177,124.3457,2013,12,24.4,84.0,3.5,0
13,KABACSANAN,8.2815,124.3088,2013,12,24.4,84.0,3.5,0
14,KALILANGAN,8.1747,124.3863,2013,12,24.4,84.0,3.5,0
15,KIWALAN,8.2801,124.2668,2013,12,24.4,84.0,3.5,0
16,LANIPAO,8.2266,124.3412,2013,12,24.4,84.0,3.5,0
17,LUINAB,8.2472,124.2681,2013,12,24.4,84.0,3.5,2
18,MAHAYAHAY,8.2219,124.2406,2013,12,24.4,84.0,3.5,2
19,MAINIT,8.2976,124.3876,2013,12,24.4,84.0,3.5,0
20,MANDULOG,8.2442,124.3057,2013,12,24.4,84.0,3.5,0
21,MARIA CRISTINA,8.1989,124.1936,2013,12,24.4,84.0,3.5,2
22,PALAO,8.2286,124.2532,2013,12,24.4,84.0,3.5,0
23,PANOROGANAN,8.1743,124.425,2013,12,24.4,84.0,3.5,0
24,POBLACION,8.2285,124.2344,2013,12,24.4,84.0,3.5,3
25,PUGA-AN,8.2285,124.2742,2013,12,24.4,84.0,3.5,0
26,ROGONGON,8.2395,124.4115,2013,12,24.4,84.0,3.5,0
27,SAN MIGUEL,8.2387,124.2479,2013,12,24.4,84.0,3.5,0
28,SAN ROQUE,8.2578,124.2619,2013,12,24.4,84.0,3.5,0
29,SANTA ELENA,8.1948,124.2273,2013,12,24.4,84.0,3.5,0
30,SANTA FILOMENA,8.2681,124.2593,2013,12,24.4,84.0,3.5,0
31,SANTIAGO,8.2511,124.2444,2013,12,24.4,84.0,3.5,1
32,SANTO ROSARIO,8.2436,124.2525,2013,12,24.4,84.0,3.5,0
33,SARAY-TIBANGA,8.2436,124.2525,2013,12,24.4,84.0,3.5,0
34,SUAREZ,8.1914,124.2173,2013,12,24.4,84.0,3.5,0
35,TAMBACAN,8.2236,124.2347,2013,12,24.4,84.0,3.5,0
36,TIBANGA,8.2402,124.241,2013,12,24.4,84.0,3.5,1
37,TIPANOY,8.1902,124.2634,2013,12,24.4,84.0,3.5,0
38,TOMINOBO PROPER,8.2104,124.2221,2013,12,24.4,84.0,3.5,1
39,TOMINOBO UPPER,8.1688,124.2251,2013,12,24.4,84.0,3.5,0
40,TUBOD,8.2117,124.241,2013,12,24.4,84.0,3.5,0
41,UBALDO LAYA,8.224,124.2449,2013,12,24.4,84.0,3.5,0
42,UPPER HINAPLANON,8.2559,124.2689,2013,12,24.4,84.0,3.5,0
43,VILLA VERDE,8.2331,124.2437,2013,12,24.4,84.0,3.5,0
0,ABUNO,8.1846,124.2571,2014,1,23.2,86.4,6.8,0
1,ACMAC,8.274,124.2649,2014,1,23.2,86.4,6.8,3
2,BAGONG SILANG,8.2418,124.252,2014,1,23.2,86.4,6.8,1
3,BONBONON,8.2667,124.2902,2014,1,23.2,86.4,6.8,0
4,BUNAWAN,8.3023,124.3028,2014,1,23.2,86.4,6.8,0
5,BURU-UN,8.1872,124.1688,2014,1,23.2,86.4,6.8,1
6,DALIPUGA,8.3074,124.255,2014,1,23.2,86.4,6.8,0
7,DEL CARMEN,8.2322,124.2578,2014,1,23.2,86.4,6.8,1
8,DIGKILAAN,8.2492,124.3178,2014,1,23.2,86.4,6.8,0
9,DITUCALAN,8.1751,124.1927,2014,1,23.2,86.4,6.8,0
10,DULAG,8.204,124.3694,2014,1,23.2,86.4,6.8,0
11,HINAPLANON,8.2467,124.2592,2014,1,23.2,86.4,6.8,1
12,HINDANG,8.3177,124.3457,2014,1,23.2,86.4,6.8,0
13,KABACSANAN,8.2815,124.3088,2014,1,23.2,86.4,6.8,0
14,KALILANGAN,8.1747,124.3863,2014,1,23.2,86.4,6.8,0
15,KIWALAN,8.2801,124.2668,2014,1,23.2,86.4,6.8,0
16,LANIPAO,8.2266,124.3412,2014,1,23.2,86.4,6.8,0
17,LUINAB,8.2472,124.2681,2014,1,23.2,86.4,6.8,0
18,MAHAYAHAY,8.2219,124.2406,2014,1,23.2,86.4,6.8,1
19,MAINIT,8.2976,124.3876,2014,1,23.2,86.4,6.8,0
20,MANDULOG,8.2442,124.3057,2014,1,23.2,86.4,6.8,0
21,MARIA CRISTINA,8.1989,124.1936,2014,1,23.2,86.4,6.8,4
22,PALAO,8.2286,124.2532,2014,1,23.2,86.4,6.8,1
23,PANOROGANAN,8.1743,124.425,2014,1,23.2,86.4,6.8,0
24,POBLACION,8.2285,124.2344,2014,1,23.2,86.4,6.8,1
25,PUGA-AN,8.2285,124.2742,2014,1,23.2,86.4,6.8,1
26,ROGONGON,8.2395,124.4115,2014,1,23.2,86.4,6.8,0
27,SAN MIGUEL,8.2387,124.2479,2014,1,23.2,86.4,6.8,1
28,SAN ROQUE,8.2578,124.2619,2014,1,23.2,86.4,6.8,0
29,SANTA ELENA,8.1948,124.2273,2014,1,23.2,86.4,6.8,1
30,SANTA FILOMENA,8.2681,124.2593,2014,1,23.2,86.4,6.8,0
31,SANTIAGO,8.2511,124.2444,2014,1,23.2,86.4,6.8,1
32,SANTO ROSARIO,8.2436,124.2525,2014,1,23.2,86.4,6.8,0
33,SARAY-TIBANGA,8.2436,124.2525,2014,1,23.2,86.4,6.8,0
34,SUAREZ,8.1914,124.2173,2014,1,23.2,86.4,6.8,0
35,TAMBACAN,8.2236,124.2347,2014,1,23.2,86.4,6.8,1
36,TIBANGA,8.2402,124.241,2014,1,23.2,86.4,6.8,0
37,TIPANOY,8.1902,124.2634,2014,1,23.2,86.4,6.8,0
38,TOMINOBO PROPER,8.2104,124.2221,2014,1,23.2,86.4,6.8,2
39,TOMINOBO UPPER,8.1688,124.2251,2014,1,23.2,86.4,6.8,0
40,TUBOD,8.2117,124.241,2014,1,23.2,86.4,6.8,9
41,UBALDO LAYA,8.224,124.2449,2014,1,23.2,86.4,6.8,3
42,UPPER HINAPLANON,8.2559,124.2689,2014,1,23.2,86.4,6.8,0
43,VILLA VERDE,8.2331,124.2437,2014,1,23.2,86.4,6.8,2
0,ABUNO,8.1846,124.2571,2014,2,23.7,82.4,2.3,1
1,ACMAC,8.274,124.2649,2014,2,23.7,82.4,2.3,1
2,BAGONG SILANG,8.2418,124.252,2014,2,23.7,82.4,2.3,2
3,BONBONON,8.2667,124.2902,2014,2,23.7,82.4,2.3,0
4,BUNAWAN,8.3023,124.3028,2014,2,23.7,82.4,2.3,0
5,BURU-UN,8.1872,124.1688,2014,2,23.7,82.4,2.3,0
6,DALIPUGA,8.3074,124.255,2014,2,23.7,82.4,2.3,0
7,DEL CARMEN,8.2322,124.2578,2014,2,23.7,82.4,2.3,1
8,DIGKILAAN,8.2492,124.3178,2014,2,23.7,82.4,2.3,0
9,DITUCALAN,8.1751,124.1927,2014,2,23.7,82.4,2.3,0
10,DULAG,8.204,124.3694,2014,2,23.7,82.4,2.3,0
11,HINAPLANON,8.2467,124.2592,2014,2,23.7,82.4,2.3,1
12,HINDANG,8.3177,124.3457,2014,2,23.7,82.4,2.3,0
13,KABACSANAN,8.2815,124.3088,2014,2,23.7,82.4,2.3,0
14,KALILANGAN,8.1747,124.3863,2014,2,23.7,82.4,2.3,0
15,KIWALAN,8.2801,124.2668,2014,2,23.7,82.4,2.3,0
16,LANIPAO,8.2266,124.3412,2014,2,23.7,82.4,2.3,0
17,LUINAB,8.2472,124.2681,2014,2,23.7,82.4,2.3,1
18,MAHAYAHAY,8.2219,124.2406,2014,2,23.7,82.4,2.3,0
19,MAINIT,8.2976,124.3876,2014,2,23.7,82.4,2.3,0
20,MANDULOG,8.2442,124.3057,2014,2,23.7,82.4,2.3,0
21,MARIA CRISTINA,8.1989,124.1936,2014,2,23.7,82.4,2.3,4
22,PALAO,8.2286,124.2532,2014,2,23.7,82.4,2.3,1
23,PANOROGANAN,8.1743,124.425,2014,2,23.7,82.4,2.3,0
24,POBLACION,8.2285,124.2344,2014,2,23.7,82.4,2.3,3
25,PUGA-AN,8.2285,124.2742,2014,2,23.7,82.4,2.3,0
26,ROGONGON,8.2395,124.4115,2014,2,23.7,82.4,2.3,0
27,SAN MIGUEL,8.2387,124.2479,2014,2,23.7,82.4,2.3,6
28,SAN ROQUE,8.2578,124.2619,2014,2,23.7,82.4,2.3,1
29,SANTA ELENA,8.1948,124.2273,2014,2,23.7,82.4,2.3,1
30,SANTA FILOMENA,8.2681,124.2593,2014,2,23.7,82.4,2.3,1
31,SANTIAGO,8.2511,124.2444,2014,2,23.7,82.4,2.3,1
32,SANTO ROSARIO,8.2436,124.2525,2014,2,23.7,82.4,2.3,0
33,SARAY-TIBANGA,8.2436,124.2525,2014,2,23.7,82.4,2.3,1
34,SUAREZ,8.1914,124.2173,2014,2,23.7,82.4,2.3,4
35,TAMBACAN,8.2236,124.2347,2014,2,23.7,82.4,2.3,3
36,TIBANGA,8.2402,124.241,2014,2,23.7,82.4,2.3,0
37,TIPANOY,8.1902,124.2634,2014,2,23.7,82.4,2.3,0
38,TOMINOBO PROPER,8.2104,124.2221,2014,2,23.7,82.4,2.3,0
39,TOMINOBO UPPER,8.1688,124.2251,2014,2,23.7,82.4,2.3,1
40,TUBOD,8.2117,124.241,2014,2,23.7,82.4,2.3,7
41,UBALDO LAYA,8.224,124.2449,2014,2,23.7,82.4,2.3,1
42,UPPER HINAPLANON,8.2559,124.2689,2014,2,23.7,82.4,2.3,0
43,VILLA VERDE,8.2331,124.2437,2014,2,23.7,82.4,2.3,1
0,ABUNO,8.1846,124.2571,2014,3,24.3,82.5,3.8,0
1,ACMAC,8.274,124.2649,2014,3,24.3,82.5,3.8,0
2,BAGONG SILANG,8.2418,124.252,2014,3,24.3,82.5,3.8,1
3,BONBONON,8.2667,124.2902,2014,3,24.3,82.5,3.8,0
4,BUNAWAN,8.3023,124.3028,2014,3,24.3,82.5,3.8,0
5,BURU-UN,8.1872,124.1688,2014,3,24.3,82.5,3.8,3
6,DALIPUGA,8.3074,124.255,2014,3,24.3,82.5,3.8,0
7,DEL CARMEN,8.2322,124.2578,2014,3,24.3,82.5,3.8,0
8,DIGKILAAN,8.2492,124.3178,2014,3,24.3,82.5,3.8,0
9,DITUCALAN,8.1751,124.1927,2014,3,24.3,82.5,3.8,1
10,DULAG,8.204,124.3694,2014,3,24.3,82.5,3.8,0
11,HINAPLANON,8.2467,124.2592,2014,3,24.3,82.5,3.8,1
12,HINDANG,8.3177,124.3457,2014,3,24.3,82.5,3.8,0
13,KABACSANAN,8.2815,124.3088,2014,3,24.3,82.5,3.8,0
14,KALILANGAN,8.1747,124.3863,2014,3,24.3,82.5,3.8,0
15,KIWALAN,8.2801,124.2668,2014,3,24.3,82.5,3.8,0
16,LANIPAO,8.2266,124.3412,2014,3,24.3,82.5,3.8,0
17,LUINAB,8.2472,124.2681,2014,3,24.3,82.5,3.8,0
18,MAHAYAHAY,8.2219,124.2406,2014,3,24.3,82.5,3.8,0
19,MAINIT,8.2976,124.3876,2014,3,24.3,82.5,3.8,0
20,MANDULOG,8.2442,124.3057,2014,3,24.3,82.5,3.8,0
21,MARIA CRISTINA,8.1989,124.1936,2014,3,24.3,82.5,3.8,2
22,PALAO,8.2286,124.2532,2014,3,24.3,82.5,3.8,1
23,PANOROGANAN,8.1743,124.425,2014,3,24.3,82.5,3.8,0
24,POBLACION,8.2285,124.2344,2014,3,24.3,82.5,3.8,3
25,PUGA-AN,8.2285,124.2742,2014,3,24.3,82.5,3.8,0
26,ROGONGON,8.2395,124.4115,2014,3,24.3,82.5,3.8,0
27,SAN MIGUEL,8.2387,124.2479,2014,3,24.3,82.5,3.8,0
28,SAN ROQUE,8.2578,124.2619,2014,3,24.3,82.5,3.8,1
29,SANTA ELENA,8.1948,124.2273,2014,3,24.3,82.5,3.8,0
30,SANTA FILOMENA,8.2681,124.2593,2014,3,24.3,82.5,3.8,2
31,SANTIAGO,8.2511,124.2444,2014,3,24.3,82.5,3.8,1
32,SANTO ROSARIO,8.2436,124.2525,2014,3,24.3,82.5,3.8,2
33,SARAY-TIBANGA,8.2436,124.2525,2014,3,24.3,82.5,3.8,0
34,SUAREZ,8.1914,124.2173,2014,3,24.3,82.5,3.8,0
35,TAMBACAN,8.2236,124.2347,2014,3,24.3,82.5,3.8,2
36,TIBANGA,8.2402,124.241,2014,3,24.3,82.5,3.8,2
37,TIPANOY,8.1902,124.2634,2014,3,24.3,82.5,3.8,1
38,TOMINOBO PROPER,8.2104,124.2221,2014,3,24.3,82.5,3.8,3
39,TOMINOBO UPPER,8.1688,124.2251,2014,3,24.3,82.5,3.8,0
40,TUBOD,8.2117,124.241,2014,3,24.3,82.5,3.8,9
41,UBALDO LAYA,8.224,124.2449,2014,3,24.3,82.5,3.8,4
42,UPPER HINAPLANON,8.2559,124.2689,2014,3,24.3,82.5,3.8,0
43,VILLA VERDE,8.2331,124.2437,2014,3,24.3,82.5,3.8,2
0,ABUNO,8.1846,124.2571,2014,4,25.1,81.4,2.0,0
1,ACMAC,8.274,124.2649,2014,4,25.1,81.4,2.0,0
2,BAGONG SILANG,8.2418,124.252,2014,4,25.1,81.4,2.0,0
3,BONBONON,8.2667,124.2902,2014,4,25.1,81.4,2.0,0
4,BUNAWAN,8.3023,124.3028,2014,4,25.1,81.4,2.0,0
5,BURU-UN,8.1872,124.1688,2014,4,25.1,81.4,2.0,0
6,DALIPUGA,8.3074,124.255,2014,4,25.1,81.4,2.0,0
7,DEL CARMEN,8.2322,124.2578,2014,4,25.1,81.4,2.0,1
8,DIGKILAAN,8.2492,124.3178,2014,4,25.1,81.4,2.0,0
9,DITUCALAN,8.1751,124.1927,2014,4,25.1,81.4,2.0,0
10,DULAG,8.204,124.3694,2014,4,25.1,81.4,2.0,0
11,HINAPLANON,8.2467,124.2592,2014,4,25.1,81.4,2.0,0
12,HINDANG,8.3177,124.3457,2014,4,25.1,81.4,2.0,0
13,KABACSANAN,8.2815,124.3088,2014,4,25.1,81.4,2.0,0
14,KALILANGAN,8.1747,124.3863,2014,4,25.1,81.4,2.0,0
15,KIWALAN,8.2801,124.2668,2014,4,25.1,81.4,2.0,0
16,LANIPAO,8.2266,124.3412,2014,4,25.1,81.4,2.0,0
17,LUINAB,8.2472,124.2681,2014,4,25.1,81.4,2.0,1
18,MAHAYAHAY,8.2219,124.2406,2014,4,25.1,81.4,2.0,1
19,MAINIT,8.2976,124.3876,2014,4,25.1,81.4,2.0,0
20,MANDULOG,8.2442,124.3057,2014,4,25.1,81.4,2.0,0
21,MARIA CRISTINA,8.1989,124.1936,2014,4,25.1,81.4,2.0,1
22,PALAO,8.2286,124.2532,2014,4,25.1,81.4,2.0,0
23,PANOROGANAN,8.1743,124.425,2014,4,25.1,81.4,2.0,0
24,POBLACION,8.2285,124.2344,2014,4,25.1,81.4,2.0,1
25,PUGA-AN,8.2285,124.2742,2014,4,25.1,81.4,2.0,0
26,ROGONGON,8.2395,124.4115,2014,4,25.1,81.4,2.0,0
27,SAN MIGUEL,8.2387,124.2479,2014,4,25.1,81.4,2.0,1
28,SAN ROQUE,8.2578,124.2619,2014,4,25.1,81.4,2.0,0
29,SANTA ELENA,8.1948,124.2273,2014,4,25.1,81.4,2.0,0
30,SANTA FILOMENA,8.2681,124.2593,2014,4,25.1,81.4,2.0,1
31,SANTIAGO,8.2511,124.2444,2014,4,25.1,81.4,2.0,1
32,SANTO ROSARIO,8.2436,124.2525,2014,4,25.1,81.4,2.0,0
33,SARAY-TIBANGA,8.2436,124.2525,2014,4,25.1,81.4,2.0,0
34,SUAREZ,8.1914,124.2173,2014,4,25.1,81.4,2.0,0
35,TAMBACAN,8.2236,124.2347,2014,4,25.1,81.4,2.0,2
36,TIBANGA,8.2402,124.241,2014,4,25.1,81.4,2.0,0
37,TIPANOY,8.1902,124.2634,2014,4,25.1,81.4,2.0,0
38,TOMINOBO PROPER,8.2104,124.2221,2014,4,25.1,81.4,2.0,0
39,TOMINOBO UPPER,8.1688,124.2251,2014,4,25.1,81.4,2.0,0
40,TUBOD,8.2117,124.241,2014,4,25.1,81.4,2.0,3
41,UBALDO LAYA,8.224,124.2449,2014,4,25.1,81.4,2.0,1
42,UPPER HINAPLANON,8.2559,124.2689,2014,4,25.1,81.4,2.0,1
43,VILLA VERDE,8.2331,124.2437,2014,4,25.1,81.4,2.0,0
0,ABUNO,8.1846,124.2571,2014,5,25.3,84.0,4.9,0
1,ACMAC,8.274,124.2649,2014,5,25.3,84.0,4.9,1
2,BAGONG SILANG,8.2418,124.252,2014,5,25.3,84.0,4.9,0
3,BONBONON,8.2667,124.2902,2014,5,25.3,84.0,4.9,0
4,BUNAWAN,8.3023,124.3028,2014,5,25.3,84.0,4.9,0
5,BURU-UN,8.1872,124.1688,2014,5,25.3,84.0,4.9,0
6,DALIPUGA,8.3074,124.255,2014,5,25.3,84.0,4.9,3
7,DEL CARMEN,8.2322,124.2578,2014,5,25.3,84.0,4.9,1
8,DIGKILAAN,8.2492,124.3178,2014,5,25.3,84.0,4.9,0
